fecha_asignacion,correlativo_aspirante,sexo,anio_nacimiento,materia,numero_de_fecha_de_evaluaci,anio_de_ingreso,aprobacion,carrera_objetivo,departamento_institucion_ed,municipio_institucion_,tipo_institucion_educativa
2022-09-29,eb3000501b60f88e62d3,M,2003,MATEMATICA,1,2023,NO APROBADO,INGENIERIA EN CIENCIAS Y ,GUATEMALA,MIXCO,PRIVADO
2022-09-29,dafd73d065ccab54f0e9,M,2003,MATEMATICA,1,2023,NO APROBADO,INGENIERIA EN CIENCIAS Y ,GUATEMALA,GUATEMALA - CIUDAD ,PRIVADO
2022-09-29,dafd73d065ccab54f0e9,M,2003,COMPUTACION,1,2023,NO APROBADO,INGENIERIA EN CIENCIAS Y ,GUATEMALA,GUATEMALA - CIUDAD ,PRIVADO
2022-09-29,ed7b8ddc0bd8e447efe2,M,2002,MATEMATICA,1,2023,NO APROBADO,INGENIERIA ELECTRICA,SACATEPEQUEZ,SAN LUCAS SACATEPEQ,PRIVADO
2022-09-29,ed7b8ddc0bd8e447efe2,M,2002,COMPUTACION,1,2023,NO APROBADO,INGENIERIA ELECTRICA,SACATEPEQUEZ,SAN LUCAS SACATEPEQ,PRIVADO
2022-09-29,c28ac3d23d6e5b8ad7df,M,2005,COMPUTACION,1,2023,NO APROBADO,INGENIERIA EN CIENCIAS Y ,SIN DATOS,SIN DATOS,SIN DATOS
2022-09-29,c28ac3d23d6e5b8ad7df,M,2005,MATEMATICA,1,2023,NO APROBADO,INGENIERIA EN CIENCIAS Y ,SIN DATOS,SIN DATOS,SIN DATOS
2022-09-29,d0788645cd1e51b1cbb2,M,2001,COMPUTACION,1,2023,NO APROBADO,INGENIERIA INDUSTRIAL,GUATEMALA,GUATEMALA - CIUDAD ,PRIVADO
2022-09-29,d0788645cd1e51b1cbb2,M,2001,MATEMATICA,1,2023,NO APROBADO,INGENIERIA INDUSTRIAL,GUATEMALA,GUATEMALA - CIUDAD ,PRIVADO
2022-09-29,52c00bbe7686eaacdd49,M,2004,MATEMATICA,1,2023,APROBADO,INGENIERIA QUIMICA,GUATEMALA,GUATEMALA - CIUDAD ,PRIVADO
2022-09-29,083ef42657d7522fb76f,M,2001,MATEMATICA,1,2023,NO APROBADO,INGENIERIA INDUSTRIAL,GUATEMALA,GUATEMALA - CIUDAD ,PUBLICO
2022-09-29,083ef42657d7522fb76f,M,2001,COMPUTACION,1,2023,NO APROBADO,INGENIERIA INDUSTRIAL,GUATEMALA,GUATEMALA - CIUDAD ,PUBLICO
2022-09-29,c66cd9aba22227b32678,F,2003,COMPUTACION,1,2023,NO APROBADO,INGENIERIA INDUSTRIAL,GUATEMALA,PETAPA,PRIVADO
2022-09-29,c66cd9aba22227b32678,F,2003,MATEMATICA,1,2023,NO APROBADO,INGENIERIA INDUSTRIAL,GUATEMALA,PETAPA,PRIVADO
2022-09-29,d25ae2055682f3125418,M,1998,MATEMATICA,1,2023,NO APROBADO,INGENIERIA INDUSTRIAL,SOLOLA,SOLOLA,PRIVADO
2022-09-29,d25ae2055682f3125418,M,1998,COMPUTACION,1,2023,NO APROBADO,INGENIERIA INDUSTRIAL,SOLOLA,SOLOLA,PRIVADO
2022-09-29,b58f3496fc46eafb85d77,M,2004,MATEMATICA,1,2023,NO APROBADO,INGENIERIA EN CIENCIAS Y ,GUATEMALA,GUATEMALA - CIUDAD ,PRIVADO
2022-09-29,b58f3496fc46eafb85d77,M,2004,COMPUTACION,1,2023,NO APROBADO,INGENIERIA EN CIENCIAS Y ,GUATEMALA,GUATEMALA - CIUDAD ,PRIVADO
2022-09-29,d10453ac428def39fab47,M,2004,MATEMATICA,1,2023,NO APROBADO,INGENIERIA INDUSTRIAL,GUATEMALA,GUATEMALA - CIUDAD ,PUBLICO
2022-09-29,d10453ac428def39fab47,M,2004,COMPUTACION,1,2023,NO APROBADO,INGENIERIA INDUSTRIAL,GUATEMALA,GUATEMALA - CIUDAD ,PUBLICO
2022-09-29,c9460dd343a91c4e2ab7,M,2005,MATEMATICA,1,2023,NO APROBADO,INGENIERIA EN CIENCIAS Y ,SACATEPEQUEZ,ANTIGUA GUATEMAL,PRIVADO
2022-09-29,c9460dd343a91c4e2ab7,M,2005,COMPUTACION,1,2023,NO APROBADO,INGENIERIA EN CIENCIAS Y ,SACATEPEQUEZ,ANTIGUA GUATEMAL,PRIVADO
2022-09-29,1fca3595cc7a4686b875,M,2002,COMPUTACION,1,2023,NO APROBADO,INGENIERIA EN CIENCIAS Y ,GUATEMALA,MIXCO,PRIVADO
2022-09-29,1fca3595cc7a4686b875,M,2002,MATEMATICA,1,2023,NO APROBADO,INGENIERIA EN CIENCIAS Y ,GUATEMALA,MIXCO,PRIVADO
2022-09-29,2ec9b136daff13c10c10f,M,2004,MATEMATICA,1,2023,NO APROBADO,INGENIERIA EN CIENCIAS Y ,GUATEMALA,GUATEMALA - CIUDAD ,PUBLICO
2022-09-29,2ec9b136daff13c10c10f,M,2004,COMPUTACION,1,2023,NO APROBADO,INGENIERIA EN CIENCIAS Y ,GUATEMALA,GUATEMALA - CIUDAD ,PUBLICO
2022-09-29,b40aefe67162a08af852,M,2004,MATEMATICA,1,2023,NO APROBADO,INGENIERIA CIVIL,GUATEMALA,GUATEMALA - CIUDAD ,PRIVADO
2022-09-29,b40aefe67162a08af852,M,2004,COMPUTACION,1,2023,NO APROBADO,INGENIERIA CIVIL,GUATEMALA,GUATEMALA - CIUDAD ,PRIVADO
2022-09-29,e2aee7a313a9f3f5543f7,M,2005,MATEMATICA,1,2023,APROBADO,INGENIERIA QUIMICA,IZABAL,MORALES,PRIVADO
2022-09-29,e2aee7a313a9f3f5543f7,M,2005,COMPUTACION,1,2023,NO APROBADO,INGENIERIA QUIMICA,IZABAL,MORALES,PRIVADO
2022-09-29,ae2fe3d91fdead82bd13f,M,2004,MATEMATICA,1,2023,NO APROBADO,INGENIERIA MECANICA ,QUEZALTENANGO,LA ESPERANZA,PRIVADO
2022-09-29,ae2fe3d91fdead82bd13f,M,2004,COMPUTACION,1,2023,NO APROBADO,INGENIERIA MECANICA ,QUEZALTENANGO,LA ESPERANZA,PRIVADO
2022-09-29,3570adcb155e181674d3,M,2003,COMPUTACION,1,2023,NO APROBADO,INGENIERIA INDUSTRIAL,GUATEMALA,GUATEMALA - CIUDAD ,PRIVADO
2022-09-29,3570adcb155e181674d3,M,2003,MATEMATICA,1,2023,NO APROBADO,INGENIERIA INDUSTRIAL,GUATEMALA,GUATEMALA - CIUDAD ,PRIVADO
2022-09-29,c6ac42e607971f7fd813,M,2004,MATEMATICA,1,2023,NO APROBADO,INGENIERIA EN CIENCIAS Y ,QUICHE,JOYABAJ,PRIVADO
2022-09-29,c6ac42e607971f7fd813,M,2004,COMPUTACION,1,2023,NO APROBADO,INGENIERIA EN CIENCIAS Y ,QUICHE,JOYABAJ,PRIVADO
2022-09-29,c8ca2d2670c9820a066a,M,2005,MATEMATICA,1,2023,NO APROBADO,INGENIERIA MECANICA,EL PROGRESO,SANARATE,PRIVADO
2022-09-29,c8ca2d2670c9820a066a,M,2005,COMPUTACION,1,2023,NO APROBADO,INGENIERIA MECANICA,EL PROGRESO,SANARATE,PRIVADO
2022-09-29,e83e176287fed4e2394d,F,1999,MATEMATICA,1,2023,NO APROBADO,INGENIERIA MECANICA ,CHIQUIMULA,CHIQUIMULA,PUBLICO
2022-09-29,e83e176287fed4e2394d,F,1999,COMPUTACION,1,2023,NO APROBADO,INGENIERIA MECANICA ,CHIQUIMULA,CHIQUIMULA,PUBLICO
2022-09-29,229a21e118694fbe4bafc,F,2005,COMPUTACION,1,2023,NO APROBADO,INGENIERIA EN CIENCIAS Y ,GUATEMALA,GUATEMALA - CIUDAD ,PRIVADO
2022-09-29,229a21e118694fbe4bafc,F,2005,MATEMATICA,1,2023,NO APROBADO,INGENIERIA EN CIENCIAS Y ,GUATEMALA,GUATEMALA - CIUDAD ,PRIVADO
2022-09-29,c5ba4e9df4626edb954c,M,2004,COMPUTACION,1,2023,NO APROBADO,INGENIERIA EN CIENCIAS Y ,GUATEMALA,GUATEMALA - CIUDAD ,PRIVADO
2022-09-29,c5ba4e9df4626edb954c,M,2004,MATEMATICA,1,2023,NO APROBADO,INGENIERIA EN CIENCIAS Y ,GUATEMALA,GUATEMALA - CIUDAD ,PRIVADO
2022-09-29,52ff911ac363b5c80184d,M,2001,COMPUTACION,1,2023,NO APROBADO,INGENIERIA MECANICA,GUATEMALA,PETAPA,POR COOPERATIVA
2022-09-29,52ff911ac363b5c80184d,M,2001,MATEMATICA,1,2023,NO APROBADO,INGENIERIA MECANICA,GUATEMALA,PETAPA,POR COOPERATIVA
2022-09-29,38cca75aa010ac757d63,M,2000,COMPUTACION,1,2023,NO APROBADO,INGENIERIA QUIMICA,GUATEMALA,GUATEMALA - CIUDAD ,PUBLICO
2022-09-29,5802f4704cb0fc52fe63d,M,2003,MATEMATICA,1,2023,NO APROBADO,INGENIERIA QUIMICA,SIN DATOS,SIN DATOS,SIN DATOS
2022-09-29,5802f4704cb0fc52fe63d,M,2003,COMPUTACION,1,2023,NO APROBADO,INGENIERIA QUIMICA,SIN DATOS,SIN DATOS,SIN DATOS
2022-09-29,2caa8caf525dc49bbff6e,F,1994,COMPUTACION,1,2023,NO APROBADO,INGENIERIA EN CIENCIAS Y ,GUATEMALA,GUATEMALA - CIUDAD ,PRIVADO
2022-09-29,2caa8caf525dc49bbff6e,F,1994,MATEMATICA,1,2023,NO APROBADO,INGENIERIA EN CIENCIAS Y ,GUATEMALA,GUATEMALA - CIUDAD ,PRIVADO
2022-09-29,015ed8af8fb3eac8d10c4,M,2004,COMPUTACION,1,2023,NO APROBADO,INGENIERIA EN CIENCIAS Y ,GUATEMALA,MIXCO,PRIVADO
2022-09-29,015ed8af8fb3eac8d10c4,M,2004,MATEMATICA,1,2023,NO APROBADO,INGENIERIA EN CIENCIAS Y ,GUATEMALA,MIXCO,PRIVADO
2022-09-29,38cff46f9e4638f6acdba,M,2002,MATEMATICA,1,2023,NO APROBADO,INGENIERIA ELECTRONICA,GUATEMALA,GUATEMALA - CIUDAD ,PRIVADO
2022-09-29,38cff46f9e4638f6acdba,M,2002,COMPUTACION,1,2023,NO APROBADO,INGENIERIA ELECTRONICA,GUATEMALA,GUATEMALA - CIUDAD ,PRIVADO
2022-09-29,601083903616d23304c8,F,2001,COMPUTACION,1,2023,NO APROBADO,INGENIERIA QUIMICA,CHIMALTENANGO,CHIMALTENANGO,PRIVADO
2022-09-29,601083903616d23304c8,F,2001,MATEMATICA,1,2023,NO APROBADO,INGENIERIA QUIMICA,CHIMALTENANGO,CHIMALTENANGO,PRIVADO
2022-09-29,ac1e21dcacb0680b1b6f,M,2000,COMPUTACION,1,2023,NO APROBADO,INGENIERIA MECANICA ,GUATEMALA,GUATEMALA - CIUDAD ,PRIVADO
2022-09-29,22f6f6d6a3bb18661614,M,2004,MATEMATICA,1,2023,NO APROBADO,INGENIERIA QUIMICA,GUATEMALA,MIXCO,PRIVADO
2022-09-29,22f6f6d6a3bb18661614,M,2004,COMPUTACION,1,2023,NO APROBADO,INGENIERIA QUIMICA,GUATEMALA,MIXCO,PRIVADO
2022-09-29,205db2b08b97904a1dff,M,2005,COMPUTACION,1,2023,NO APROBADO,INGENIERIA EN CIENCIAS Y ,GUATEMALA,MIXCO,PRIVADO
2022-09-29,205db2b08b97904a1dff,M,2005,MATEMATICA,1,2023,NO APROBADO,INGENIERIA EN CIENCIAS Y ,GUATEMALA,MIXCO,PRIVADO
2022-09-29,ac3ae41f109a6d8cbe00,F,2004,MATEMATICA,1,2023,NO APROBADO,INGENIERIA INDUSTRIAL,GUATEMALA,MIXCO,PRIVADO
2022-09-29,ac3ae41f109a6d8cbe00,F,2004,COMPUTACION,1,2023,NO APROBADO,INGENIERIA INDUSTRIAL,GUATEMALA,MIXCO,PRIVADO
2022-09-29,48a7839b11711251218b,M,2005,MATEMATICA,1,2023,NO APROBADO,INGENIERIA EN CIENCIAS Y ,GUATEMALA,GUATEMALA - CIUDAD ,PRIVADO
2022-09-29,48a7839b11711251218b,M,2005,COMPUTACION,1,2023,NO APROBADO,INGENIERIA EN CIENCIAS Y ,GUATEMALA,GUATEMALA - CIUDAD ,PRIVADO
2022-09-29,3e4988106211dc3afedb,M,2004,COMPUTACION,1,2023,NO APROBADO,INGENIERIA ELECTRONICA,GUATEMALA,GUATEMALA - CIUDAD ,PRIVADO
2022-09-29,3e4988106211dc3afedb,M,2004,MATEMATICA,1,2023,NO APROBADO,INGENIERIA ELECTRONICA,GUATEMALA,GUATEMALA - CIUDAD ,PRIVADO
2022-09-29,d67024f180ec500e27da,M,2005,MATEMATICA,1,2023,NO APROBADO,INGENIERIA EN CIENCIAS Y ,GUATEMALA,GUATEMALA - CIUDAD ,PRIVADO
2022-09-29,d67024f180ec500e27da,M,2005,COMPUTACION,1,2023,NO APROBADO,INGENIERIA EN CIENCIAS Y ,GUATEMALA,GUATEMALA - CIUDAD ,PRIVADO
2022-09-29,705b1ea5fcf747c3f01b4,M,2003,COMPUTACION,1,2023,NO APROBADO,INGENIERIA MECANICA,GUATEMALA,VILLA NUEVA,PRIVADO
2022-09-29,705b1ea5fcf747c3f01b4,M,2003,MATEMATICA,1,2023,NO APROBADO,INGENIERIA MECANICA,GUATEMALA,VILLA NUEVA,PRIVADO
2022-09-29,c412e8da7725f16626b5,M,2003,MATEMATICA,1,2023,NO APROBADO,INGENIERIA CIVIL,GUATEMALA,GUATEMALA - CIUDAD ,PRIVADO
2022-09-29,c412e8da7725f16626b5,M,2003,COMPUTACION,1,2023,NO APROBADO,INGENIERIA CIVIL,GUATEMALA,GUATEMALA - CIUDAD ,PRIVADO
2022-09-29,567564c6cd5372ebfced,M,2005,MATEMATICA,1,2023,NO APROBADO,INGENIERIA EN CIENCIAS Y ,SUCHITEPEQUEZ,MAZATENANGO,PUBLICO
2022-09-29,567564c6cd5372ebfced,M,2005,COMPUTACION,1,2023,NO APROBADO,INGENIERIA EN CIENCIAS Y ,SUCHITEPEQUEZ,MAZATENANGO,PUBLICO
2022-09-29,a9e7891514780c4d4679,F,2005,COMPUTACION,1,2023,NO APROBADO,INGENIERIA EN CIENCIAS Y ,GUATEMALA,MIXCO,PRIVADO
2022-09-29,a9e7891514780c4d4679,F,2005,MATEMATICA,1,2023,NO APROBADO,INGENIERIA EN CIENCIAS Y ,GUATEMALA,MIXCO,PRIVADO
2022-09-29,a0896eabbd47be0d16e5,M,2002,MATEMATICA,1,2023,NO APROBADO,INGENIERIA ELECTRONICA,GUATEMALA,GUATEMALA - CIUDAD ,PRIVADO
2022-09-29,a0896eabbd47be0d16e5,M,2002,COMPUTACION,1,2023,NO APROBADO,INGENIERIA ELECTRONICA,GUATEMALA,GUATEMALA - CIUDAD ,PRIVADO
2022-09-29,fe09c786acdacbc7ebbd,M,1994,MATEMATICA,1,2023,NO APROBADO,INGENIERIA MECANICA,SACATEPEQUEZ,SAN LUCAS SACATEPEQ,PRIVADO
2022-09-29,fca58f8737602ab002cec,F,2005,MATEMATICA,1,2023,NO APROBADO,INGENIERIA INDUSTRIAL,GUATEMALA,GUATEMALA - CIUDAD ,PRIVADO
2022-09-29,fca58f8737602ab002cec,F,2005,COMPUTACION,1,2023,NO APROBADO,INGENIERIA INDUSTRIAL,GUATEMALA,GUATEMALA - CIUDAD ,PRIVADO
2022-09-29,17fb7b5c902b10841f1f,F,2004,MATEMATICA,1,2023,NO APROBADO,INGENIERIA INDUSTRIAL,GUATEMALA,CHINAUTLA,PRIVADO
2022-09-29,17fb7b5c902b10841f1f,F,2004,COMPUTACION,1,2023,NO APROBADO,INGENIERIA INDUSTRIAL,GUATEMALA,CHINAUTLA,PRIVADO
2022-09-29,fed99e2beb174243fc49,F,2003,MATEMATICA,1,2023,NO APROBADO,INGENIERIA QUIMICA,GUATEMALA,GUATEMALA - CIUDAD ,PRIVADO
2022-09-29,fed99e2beb174243fc49,F,2003,COMPUTACION,1,2023,NO APROBADO,INGENIERIA QUIMICA,GUATEMALA,GUATEMALA - CIUDAD ,PRIVADO
2022-09-29,bf2e2fdfdb28362f0f2f3d,M,2004,MATEMATICA,1,2023,NO APROBADO,INGENIERIA MECANICA ,GUATEMALA,GUATEMALA - CIUDAD ,PRIVADO
2022-09-29,bf2e2fdfdb28362f0f2f3d,M,2004,COMPUTACION,1,2023,NO APROBADO,INGENIERIA MECANICA ,GUATEMALA,GUATEMALA - CIUDAD ,PRIVADO
2022-09-29,fdb4d0d0bccd63f60f622,M,2002,COMPUTACION,1,2023,NO APROBADO,INGENIERIA EN CIENCIAS Y ,GUATEMALA,GUATEMALA - CIUDAD ,PUBLICO
2022-09-29,53dade09b07a465fa0fce,M,2002,MATEMATICA,1,2023,NO APROBADO,INGENIERIA AMBIENTAL,CHIMALTENANGO,CHIMALTENANGO,PRIVADO
2022-09-29,53dade09b07a465fa0fce,M,2002,COMPUTACION,1,2023,NO APROBADO,INGENIERIA AMBIENTAL,CHIMALTENANGO,CHIMALTENANGO,PRIVADO
2022-09-29,0250dc57059100b42afd,M,1998,COMPUTACION,1,2023,NO APROBADO,INGENIERIA MECANICA,GUATEMALA,GUATEMALA - CIUDAD ,PRIVADO
2022-09-29,0250dc57059100b42afd,M,1998,MATEMATICA,1,2023,NO APROBADO,INGENIERIA MECANICA,GUATEMALA,GUATEMALA - CIUDAD ,PRIVADO
2022-09-29,2f203480ff5e41962cd0b,M,2004,MATEMATICA,1,2023,NO APROBADO,INGENIERIA MECANICA,GUATEMALA,MIXCO,PRIVADO
2022-09-29,2f203480ff5e41962cd0b,M,2004,COMPUTACION,1,2023,NO APROBADO,INGENIERIA MECANICA,GUATEMALA,MIXCO,PRIVADO
2022-09-29,021987557bd86c1a36a2,F,2001,MATEMATICA,1,2023,NO APROBADO,INGENIERIA CIVIL,GUATEMALA,GUATEMALA - CIUDAD ,PRIVADO
2022-09-29,19a6135de19756a9e78c,M,2004,MATEMATICA,1,2023,NO APROBADO,INGENIERIA CIVIL,GUATEMALA,MIXCO,PRIVADO
2022-09-29,19a6135de19756a9e78c,M,2004,COMPUTACION,1,2023,NO APROBADO,INGENIERIA CIVIL,GUATEMALA,MIXCO,PRIVADO
2022-09-29,be83475feedd4b28dd0c,M,2004,COMPUTACION,1,2023,NO APROBADO,INGENIERIA EN CIENCIAS Y ,GUATEMALA,GUATEMALA,PUBLICO
2022-09-29,be83475feedd4b28dd0c,M,2004,MATEMATICA,1,2023,NO APROBADO,INGENIERIA EN CIENCIAS Y ,GUATEMALA,GUATEMALA,PUBLICO
2022-09-29,38b271875e405e4af69c,M,1992,MATEMATICA,1,2023,NO APROBADO,INGENIERIA CIVIL,GUATEMALA,GUATEMALA - CIUDAD ,PRIVADO
2022-09-29,d688220bba71f49374da,F,2003,MATEMATICA,1,2023,NO APROBADO,INGENIERIA INDUSTRIAL,CHIMALTENANGO,CHIMALTENANGO,PRIVADO
2022-09-29,d688220bba71f49374da,F,2003,COMPUTACION,1,2023,NO APROBADO,INGENIERIA INDUSTRIAL,CHIMALTENANGO,CHIMALTENANGO,PRIVADO
2022-09-29,f6c13f2fdce2fdb716e6ff,F,2004,MATEMATICA,1,2023,NO APROBADO,INGENIERIA QUIMICA,SIN DATOS,SIN DATOS,SIN DATOS
2022-09-29,f6c13f2fdce2fdb716e6ff,F,2004,COMPUTACION,1,2023,NO APROBADO,INGENIERIA QUIMICA,SIN DATOS,SIN DATOS,SIN DATOS
2022-09-29,7578fb534f367ee23735,M,2003,MATEMATICA,1,2023,NO APROBADO,INGENIERIA EN CIENCIAS Y ,ALTA VERAPAZ,SAN CRISTOBAL ,PRIVADO
2022-09-29,7578fb534f367ee23735,M,2003,COMPUTACION,1,2023,NO APROBADO,INGENIERIA EN CIENCIAS Y ,ALTA VERAPAZ,SAN CRISTOBAL ,PRIVADO
2022-09-29,dc717bf5bc52830d03a4,M,2005,MATEMATICA,1,2023,NO APROBADO,INGENIERIA EN CIENCIAS Y ,GUATEMALA,MIXCO,PRIVADO
2022-09-29,dc717bf5bc52830d03a4,M,2005,COMPUTACION,1,2023,NO APROBADO,INGENIERIA EN CIENCIAS Y ,GUATEMALA,MIXCO,PRIVADO
2022-09-29,3f08144e7cf9525a81c1b,M,2001,MATEMATICA,1,2023,NO APROBADO,INGENIERIA QUIMICA,GUATEMALA,CHINAUTLA,PRIVADO
2022-09-29,37ef21becd130626305f,M,2005,COMPUTACION,1,2023,NO APROBADO,INGENIERIA MECANICA,SOLOLA,SAN ANDRES ,PUBLICO
2022-09-29,37ef21becd130626305f,M,2005,MATEMATICA,1,2023,NO APROBADO,INGENIERIA MECANICA,SOLOLA,SAN ANDRES ,PUBLICO
2022-09-29,363a0f7fc7c78543dc689,M,2002,COMPUTACION,1,2023,NO APROBADO,INGENIERIA CIVIL,GUATEMALA,MIXCO,PRIVADO
2022-09-29,363a0f7fc7c78543dc689,M,2002,MATEMATICA,1,2023,NO APROBADO,INGENIERIA CIVIL,GUATEMALA,MIXCO,PRIVADO
2022-09-29,c4a1ae21ffb46801e6679,F,2004,MATEMATICA,1,2023,NO APROBADO,INGENIERIA CIVIL,GUATEMALA,MIXCO,PRIVADO
2022-09-29,9a8ccb1089ab9085028d,M,2004,COMPUTACION,1,2023,NO APROBADO,INGENIERIA ELECTRICA,ALTA VERAPAZ,COBAN,PUBLICO
2022-09-29,9a8ccb1089ab9085028d,M,2004,MATEMATICA,1,2023,NO APROBADO,INGENIERIA ELECTRICA,ALTA VERAPAZ,COBAN,PUBLICO
2022-09-29,c16554dee79c7e75d84c,M,2002,COMPUTACION,1,2023,NO APROBADO,INGENIERIA ELECTRONICA,GUATEMALA,GUATEMALA - CIUDAD ,PRIVADO
2022-09-29,c16554dee79c7e75d84c,M,2002,MATEMATICA,1,2023,NO APROBADO,INGENIERIA ELECTRONICA,GUATEMALA,GUATEMALA - CIUDAD ,PRIVADO
2022-09-29,828bf3bb351445dc8640,M,2001,COMPUTACION,1,2023,NO APROBADO,INGENIERIA EN CIENCIAS Y ,SACATEPEQUEZ,ANTIGUA GUATEMAL,PRIVADO
2022-09-29,828bf3bb351445dc8640,M,2001,MATEMATICA,1,2023,NO APROBADO,INGENIERIA EN CIENCIAS Y ,SACATEPEQUEZ,ANTIGUA GUATEMAL,PRIVADO
2022-09-29,3004bb79e419b15bf042,M,2003,MATEMATICA,1,2023,NO APROBADO,INGENIERIA EN CIENCIAS Y ,SUCHITEPEQUEZ,MAZATENANGO,PUBLICO
2022-09-29,3004bb79e419b15bf042,M,2003,COMPUTACION,1,2023,NO APROBADO,INGENIERIA EN CIENCIAS Y ,SUCHITEPEQUEZ,MAZATENANGO,PUBLICO
2022-09-29,ede45d411fb74b36d246,M,2004,MATEMATICA,1,2023,NO APROBADO,INGENIERIA EN CIENCIAS Y ,GUATEMALA,GUATEMALA - CIUDAD ,PRIVADO
2022-09-29,ede45d411fb74b36d246,M,2004,COMPUTACION,1,2023,NO APROBADO,INGENIERIA EN CIENCIAS Y ,GUATEMALA,GUATEMALA - CIUDAD ,PRIVADO
2022-09-29,c8f60d17af7172f7d31f3,M,2005,MATEMATICA,1,2023,NO APROBADO,INGENIERIA EN CIENCIAS Y ,GUATEMALA,MIXCO,PRIVADO
2022-09-29,c8f60d17af7172f7d31f3,M,2005,COMPUTACION,1,2023,NO APROBADO,INGENIERIA EN CIENCIAS Y ,GUATEMALA,MIXCO,PRIVADO
2022-09-29,4c24de64f690de545618,M,1987,COMPUTACION,1,2023,NO APROBADO,INGENIERIA EN CIENCIAS Y ,GUATEMALA,GUATEMALA - CIUDAD ,PRIVADO
2022-09-29,4c24de64f690de545618,M,1987,MATEMATICA,1,2023,NO APROBADO,INGENIERIA EN CIENCIAS Y ,GUATEMALA,GUATEMALA - CIUDAD ,PRIVADO
2022-09-29,b6190aa3ebf79d83d0e8,F,2000,COMPUTACION,1,2023,NO APROBADO,INGENIERIA CIVIL,CHIMALTENANGO,CHIMALTENANGO,PRIVADO
2022-09-29,b6190aa3ebf79d83d0e8,F,2000,MATEMATICA,1,2023,NO APROBADO,INGENIERIA CIVIL,CHIMALTENANGO,CHIMALTENANGO,PRIVADO
2022-09-29,2702bb4f658316e3b62c,M,2004,COMPUTACION,1,2023,NO APROBADO,INGENIERIA EN CIENCIAS Y ,GUATEMALA,GUATEMALA - CIUDAD ,PRIVADO
2022-09-29,2702bb4f658316e3b62c,M,2004,MATEMATICA,1,2023,NO APROBADO,INGENIERIA EN CIENCIAS Y ,GUATEMALA,GUATEMALA - CIUDAD ,PRIVADO
2022-09-29,4cea51044a98bcd0c7a2,M,2004,COMPUTACION,1,2023,APROBADO,INGENIERIA EN CIENCIAS Y ,GUATEMALA,GUATEMALA - CIUDAD ,PRIVADO
2022-09-29,4cea51044a98bcd0c7a2,M,2004,MATEMATICA,1,2023,NO APROBADO,INGENIERIA EN CIENCIAS Y ,GUATEMALA,GUATEMALA - CIUDAD ,PRIVADO
2022-09-29,df33e0b2e2b0b1341cac,M,2003,MATEMATICA,1,2023,NO APROBADO,INGENIERIA INDUSTRIAL,GUATEMALA,VILLA NUEVA,PRIVADO
2022-09-29,df33e0b2e2b0b1341cac,M,2003,COMPUTACION,1,2023,NO APROBADO,INGENIERIA INDUSTRIAL,GUATEMALA,VILLA NUEVA,PRIVADO
2022-09-29,049afdc09cd71b439660,M,2004,MATEMATICA,1,2023,NO APROBADO,INGENIERIA EN CIENCIAS Y ,SIN DATOS,SIN DATOS,SIN DATOS
2022-09-29,049afdc09cd71b439660,M,2004,COMPUTACION,1,2023,NO APROBADO,INGENIERIA EN CIENCIAS Y ,SIN DATOS,SIN DATOS,SIN DATOS
2022-09-29,cf30154938f93a12bd5b5,F,2004,COMPUTACION,1,2023,NO APROBADO,INGENIERIA EN CIENCIAS Y ,GUATEMALA,MIXCO,PRIVADO
2022-09-29,73b73a1dee7844ebaf66,M,2002,MATEMATICA,1,2023,NO APROBADO,INGENIERIA EN CIENCIAS Y ,GUATEMALA,GUATEMALA - CIUDAD ,PRIVADO
2022-09-29,73b73a1dee7844ebaf66,M,2002,COMPUTACION,1,2023,NO APROBADO,INGENIERIA EN CIENCIAS Y ,GUATEMALA,GUATEMALA - CIUDAD ,PRIVADO
2022-09-29,22e06c839d0f1a0d0465,M,2004,COMPUTACION,1,2023,NO APROBADO,INGENIERIA EN CIENCIAS Y ,GUATEMALA,GUATEMALA - CIUDAD ,PRIVADO
2022-09-29,22e06c839d0f1a0d0465,M,2004,MATEMATICA,1,2023,NO APROBADO,INGENIERIA EN CIENCIAS Y ,GUATEMALA,GUATEMALA - CIUDAD ,PRIVADO
2022-09-29,dcb3e3c9ab5b5585447f,F,2004,MATEMATICA,1,2023,NO APROBADO,INGENIERIA INDUSTRIAL,GUATEMALA,VILLA NUEVA,PRIVADO
2022-09-29,dcb3e3c9ab5b5585447f,F,2004,COMPUTACION,1,2023,NO APROBADO,INGENIERIA INDUSTRIAL,GUATEMALA,VILLA NUEVA,PRIVADO
2022-09-29,9ce17ea18664009b6b33,M,2000,MATEMATICA,1,2023,NO APROBADO,INGENIERIA EN CIENCIAS Y ,GUATEMALA,GUATEMALA - CIUDAD ,PUBLICO
2022-09-29,855491cffc81091ddac6c,M,2004,COMPUTACION,1,2023,NO APROBADO,INGENIERIA EN CIENCIAS Y ,GUATEMALA,GUATEMALA - CIUDAD ,PRIVADO
2022-09-29,855491cffc81091ddac6c,M,2004,MATEMATICA,1,2023,NO APROBADO,INGENIERIA EN CIENCIAS Y ,GUATEMALA,GUATEMALA - CIUDAD ,PRIVADO
2022-09-29,d840ba1c832a4a2bff530,M,2004,COMPUTACION,1,2023,APROBADO,INGENIERIA EN CIENCIAS Y ,GUATEMALA,GUATEMALA - CIUDAD ,PRIVADO
